;fiscal_yr;service_id;service_name_en;service_name_fr;service_standard_id;service_standard_en;service_standard_fr;type;gcss_tool_fiscal_yr;channel;channel_comments_en;channel_comments_fr;target_type;target;volume_meeting_target;total_volume;performance;comments_en;comments_fr;target_met;standards_targets_uri_en;standards_targets_uri_fr;performance_results_uri_en;performance_results_uri_fr;org_name_variant;org_id;department_en;department_fr;fy_org_id_service_id
10608;2023-2024;1113;Formal Review Request Medium Complexity (Objections);Demande de vérification officielle Complexité  Moyenne (Oppositions);STAN00001496;Medium complexity - Our goal is to resolve a medium-complexity objection within 365 calendar days from the date the objection was received by the CRA.;Complexité moyenne - Notre objectif est de résoudre les oppositions de complexité moyenne dans un délai de 365 jours civils à partir de la date à laquelle l’opposition a été reçue par l’ARC.;TML;;OTH;This standard is applicable to the Online, Postal Mail, and Fax channels. However, total annual volume and total volume satisfying the standard are not available by channel.;Cette norme s’applique aux canaux postaux, en ligne ou par télécopieur. Cependant, le volume annuel total et le volume total qui respecte la norme ne sont pas disponibles par canal.;;0.8;18901.0;26250.0;0.72;"1. The real-time peformance information is a timed update on a monthly basis that indicates the current average level of service in days for the month broken down by Income Tax objections and GST/HST objections.

2. This service standard was introduced in 2017-2018  and modified in 2020-2021. It is continuously reviewed for potential improvement.

3. This figure is the closing inventory at the end of fiscal year 2022-2023.

4. This figure is the average days it took to resolve an objection from the date the objection was received at the CRA in the 2022-2023 fiscal year.";"1. L’information sur le rendement en temps réel est une mise à jour périodique mensuelle qui indique le niveau moyen actuel de service en jours pour le mois, ventilé par les oppositions en matière d'impôt sur le revenu et les oppositions de la TPS/TVH. 

2. Cette norme de service a été introduite en 2017-2018 et modifiée en 2020-2021. Il est continuellement examiné pour une amélioration potentielle. 

3. Ce chiffre représente l’inventaire de clôture à la fin de l’exercice 2022-2023, soit le nombre d’oppositions en attente de résolution. 

4. Ce chiffre représente le nombre moyen de jours nécessaires pour régler une opposition à compter de la date à laquelle l’opposition a été reçue à l’ARC au cours de l’exercice 2022-2023.";N;https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/complaints-disputes/complexity-level-processing-time.html;https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/complaints-disputes/complexity-level-processing-time.html;https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/complaints-disputes/complexity-level-processing-time.html;https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/plaintes-differends/complexite-niveau-temps-traitement.html;cra-arc;46.0;Canada Revenue Agency;Agence du revenu du Canada;2023-2024_46_1113
10609;2023-2024;1098;Authorize a Representative;Autoriser un Représentant;STAN00001044;Our goal is to update your account information within three business days of receiving your digital request to authorize or cancel a representative.;Notre objectif est de mettre à jour les renseignements de votre compte dans les trois jours ouvrables suivant la réception de votre demande électronique en vue d’autoriser ou d’annuler un représentant;TML;;ONL;;S.O.;;0.95;3421841.0;3487906.0;0.9811;"Consistent with the info submitted for the DRR 
(PMPS ID3610)";"Conforme aux renseignements soumis pour le RRM 
(SPMR ID3610)";Y;https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html;https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.html;;S.O.;cra-arc;46.0;Canada Revenue Agency;Agence du revenu du Canada;2023-2024_46_1098
10610;2023-2024;1141;"Business Enquiries 
(Contact Centre)";Demandes de renseignements des entreprises (Centre de contact);STAN00003912;Our goal is to respond to your call within 15 minutes or less of opting to speak with an agent.;Notre objectif est de répondre à votre appel téléphonique dans un délai de 15 minutes ou moins à partir du moment où vous choisissez de parler à un agent.;TML;;TEL;Composite indicator: The service standard is calculated by the total number of calls entering the agent queue that are answered in 15 minutes or less.;Indicateur composite : La norme de service est calculée par le nombre total d’appels qui entrent dans la file d’attente des agents et qui sont répondus dans les 15 minutes ou moins.;;0.65;0.0;2259557.0;0.0;the measurements marked N/A do not fit the metric being reported;Les mesures indiquées S/O ne correspondent pas à celles rapportées;N;https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html;https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.html;Contact the Canada Revenue Agency - Canada.ca;Communiquez avec l’Agence du revenu du Canada - Canada.ca;cra-arc;46.0;Canada Revenue Agency;Agence du revenu du Canada;2023-2024_46_1141
10611;2023-2024;1143;"Benefit Enquiries 
(Contact Centre)";Demandes de renseignements sur les prestations (Centre de contact);STAN00003913;Our goal is to respond to your call within 15 minutes or less of opting to speak with an agent.;Notre objectif est de répondre à votre appel téléphonique dans un délai de 15 minutes ou moins à partir du moment où vous choisissez de parler à un agent.;TML;;TEL;Composite indicator: The service standard is calculated by the total number of calls entering the agent queue that are answered in 15 minutes or less.;Indicateur composite : La norme de service est calculée par le nombre total d’appels qui entrent dans la file d’attente des agents et qui sont répondus dans les 15 minutes ou moins.;;0.65;0.0;1678800.0;0.0;the measurements marked N/A do not fit the metric being reported;Les mesures indiquées S/O ne correspondent pas à celles rapportées;N;https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html;https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.html;Contact the Canada Revenue Agency - Canada.ca;Communiquez avec l’Agence du revenu du Canada - Canada.ca;cra-arc;46.0;Canada Revenue Agency;Agence du revenu du Canada;2023-2024_46_1143
10612;2023-2024;1107;Canada child benefit (CCB) Digital applications;Les demandes numérique d'Allocation canadienne pour enfants (ACE);STAN00003906;Our goal is to issue your notice and payment, if applicable, within eight weeks of receiving your digital Canada child benefit application;Notre objectif est d’émettre votre avis et votre paiement, s’il y a lieu, dans les huit semaines suivant la réception de votre demande d’allocation canadienne pour enfants par voie électronique.;TML;;ONL;Target type: A valid statistical sample is used for the service standard result.;Type de cible: Un échantillon de statistique valide est utilisé pour le résultat des normes de service.;;0.95;488643.0;542093.0;0.9014;A valid statistical sample with a confidence level of 98% is used for the service standard result;Un échantillon statistique valide avec un niveau de confiance de 98 % est utilisé pour le résultat de la norme de service;N;https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html;https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.html;;S.O.;cra-arc;46.0;Canada Revenue Agency;Agence du revenu du Canada;2023-2024_46_1107
10613;2023-2024;1107;Canada child benefit (CCB) Paper applications;Les demandes papier d'Allocation canadienne pour enfants (ACE);STAN00003907;Our goal is to issue your notice and payment, if applicable, within eleven weeks of receiving your paper Canada child benefit application;Notre objectif est d’émettre votre avis et votre paiement, s’il y a lieu, dans les onze semaines suivant la réception de votre demande d’allocation canadienne pour enfants par voie papier.;TML;;POST;Target type: A valid statistical sample is used for the service standard result.;Type de cible: Un échantillon de statistique valide est utilisé pour le résultat des normes de service.;;0.95;92253.0;125875.0;0.7329;A valid statistical sample with a confidence level of 98% is used for the service standard result;Un échantillon statistique valide avec un niveau de confiance de 98 % est utilisé pour le résultat de la norme de service;N;https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html;https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.html;;S.O.;cra-arc;46.0;Canada Revenue Agency;Agence du revenu du Canada;2023-2024_46_1107
10614;2023-2024;1146;Disability Tax Credit;Crédit d'impôt pour personnes handicapées;STAN00003914;Our goal is to issue your notice of determination of eligibility within eight weeks of receiving your Disability Tax Credit  applications;Notre objectif est d’émettre votre avis de détermination de l’admissibilité de votre demande dans les huit semaines suivant la réception de votre  demande pour le crédit d’impôt pour personnes handicapées.;TML;;POST;Target type: A valid statistical sample is used for the service standard result.;Type de cible: Un échantillon de statistique valide est utilisé pour le résultat des normes de service.;;0.95;234020.0;300880.0;0.7778;A valid statistical sample with a confidence level of 98% is used for the service standard result;Un échantillon statistique valide avec un niveau de confiance de 98 % est utilisé pour le résultat de la norme de service;N;https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html;https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.html;;S.O.;cra-arc;46.0;Canada Revenue Agency;Agence du revenu du Canada;2023-2024_46_1146
10615;2023-2024;1099;GST/HST Returns;Production d'une déclaration de la TPS/TVH;STAN00001052;Our goal is to issue your notice of assessment, if applicable, within four weeks of receiving your digital GST/HST return.;Notre objectif est d’émettre votre avis de cotisation, s’il y a lieu, dans les quatre semaines suivant la réception de votre déclaration de TPS/TVH par voie électronique.;TML;;ONL;;S.O.;;0.95;7385946.0;7685423.0;0.961;"Consistent with the info submitted for the DRR 
(PMPS IID3517)";"Conforme aux renseignements soumis pour le RRM 
(SPMR IID3517)";Y;https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html;https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.htm;;S.O.;cra-arc;46.0;Canada Revenue Agency;Agence du revenu du Canada;2023-2024_46_1099
10616;2023-2024;1097;Digital Individual Income Tax Returns;Déclaration d'impôt électronique sur le revenus des particuliers;STAN00001050;Our goal is to issue your notice of assessment within two weeks of receiving your on-time filed digital individual income tax return;Notre objectif est d’émettre votre avis de cotisation dans les deux semaines suivant la réception de votre déclaration de revenus des particuliers en format électronique produite à temps;TML;;ONL;;S.O.;;0.95;23770460.0;24391388.0;0.9745;The timelines for the service standards are only valid for returns received on or before filing due date.;Les échéanciers pour les normes de service ne sont valides que pour les déclarations reçues au plus tard à la date d’échéance de production.;Y;https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html;https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.html;;S.O.;cra-arc;46.0;Canada Revenue Agency;Agence du revenu du Canada;2023-2024_46_1097
10617;2023-2024;1097;Paper Individual Income Tax Returns;Déclaration d'impôt papier sur le revenus des particuliers;STAN00003814;Our goal is to issue your notice of assessment within eight weeks of receiving your on-time filed paper individual income tax return;Notre objectif est d’émettre votre avis de cotisation dans les huite semaines suivant la réception de votre déclaration de revenus des particuliers en format papier produite à temps;TML;;POST;;S.O.;;0.95;1288326.0;1340012.0;0.9614;The timelines for the service standards are only valid for returns received on or before filing due date.;Les échéanciers pour les normes de service ne sont valides que pour les déclarations reçues au plus tard à la date d’échéance de production.;Y;https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html;https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.html;;;cra-arc;46.0;Canada Revenue Agency;Agence du revenu du Canada;2023-2024_46_1097
10618;2023-2024;1139;"Individual Tax Enquiries 
(Contact Centre)";Demandes de renseignements sur l'impôt des particuliers (Centre de contact);STAN00003912;Our goal is to respond to your call within 15 minutes or less of opting to speak with an agent.;Notre objectif est de répondre à votre appel téléphonique dans un délai de 15 minutes ou moins à partir du moment où vous choisissez de parler à un agent.;TML;;TEL;Composite indicator: The service standard is calculated by the total number of calls entering the agent queue that are answered in 15 minutes or less.;Indicateur composite : La norme de service est calculée par le nombre total d’appels qui entrent dans la file d’attente des agents et qui sont répondus dans les 15 minutes ou moins.;;0.65;0.0;8545875.0;0.0;The measurements marked N/A do not fit the metric being reported;Les mesures indiquées S/O ne correspondent pas à celles rapportées;N;https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html;https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.html;Contact the Canada Revenue Agency - Canada.ca;Communiquez avec l’Agence du revenu du Canada - Canada.ca;cra-arc;46.0;Canada Revenue Agency;Agence du revenu du Canada;2023-2024_46_1139
